doc.id,headline.main,date,section.name
326,U.S. Commandos Use Secretive Missiles to Kill Qaeda Leaders in Syria,9/24/2020,U.S.
327,"At Pentagon, Fears Grow That Trump Will Pull Military Into Election Unrest",9/25/2020,U.S.
328,"McMaster, Mostly Silent Until Now, Says Trump Is ‘Aiding and Abetting Putin’s Efforts’",10/1/2020,U.S.
329,"For Veterans, Bonds Forged in Battle Are Tested by 2020’s Rancor",10/4/2020,U.S.
330,"Instead of Reassurance, Trump’s Doctor Delivers Confusion, Experts Say",10/5/2020,U.S.
331,"U.S. Seeks to Draw Down Its Troops in Afghanistan to 2,500 by Early 2021",10/8/2020,U.S.
332,"Religion and Politics, in the U.S. and Abroad",9/1/2021,Opinion
333,"Fighting Patriarchy, and Fearing Worse From the Taliban",9/6/2020,World
334,Trump Suggests Gold Star Families May Be to Blame for His Infection,10/8/2020,U.S.
335,Virus Takes Center Stage as Pence and Harris Skirmish in Debate,10/8/2020,U.S.
336,"Afghan Vice President, Staunch Opponent of Taliban, Survives Blast",9/9/2020,World
337,Trump Lashes Out at His Cabinet With Calls to Indict Political Rivals,10/9/2020,U.S.
338,"Fire Destroys Most of Europe’s Largest Refugee Camp, on Greek Island of Lesbos",9/9/2020,World
339,Trump’s Campaign Talk of Troop Withdrawals Doesn’t Match Military Reality,10/11/2020,U.S.
340,9/11 Reflections: ‘The Tears Still Come’,9/10/2021,Opinion
341,Afghan Peace Talks Begin This Week. Here’s What to Know.,9/10/2020,World
342,Pandemic Collides With Europe’s Migrant Crisis to Set Off a Calamity in Greece,9/10/2020,World
343,When Armed Vigilantes Are Summoned With a Few Keystrokes,10/16/2020,U.S.
344,"Afghanistan Peace Talks Open in Qatar, Seeking End to Decades of War",9/12/2020,World
345,Refugees Who Assisted the U.S. Military Find the Door to America Slammed Shut,10/18/2020,U.S.
346,"After Fire Razes Squalid Greek Camp, Homeless Migrants Fear What’s Next",9/13/2020,World
347,U.S. Diplomats and Spies Battle Trump Administration Over Suspected Attacks,10/19/2020,U.S.
348,"To Get to Afghan Talks, Lots of Last-Minute Deals — and Nose Swabs",9/15/2020,World
349,"Germany to Take In 1,500 Refugees, Easing Burden on Greece After Fires",9/15/2020,World
350,"As U.N. Turns 75, the Celebration Is Muted by Calamity and Conflict",9/15/2020,World
351,Police Move Migrants From Greek Camp to Temporary Lesbos Site After Fires,9/17/2020,World
352,"After Fire at Refugee Camp, Europe Faces a Reckoning",9/18/2020,World
353,A Trump Victory May Push His Defense Secretary Out an Open Door,10/23/2020,U.S.
354,"Swing-District Democrats, Defying Predictions, Poised to Help Keep House",10/26/2020,U.S.
355,He Killed 2 Marines in 2011. It Almost Derailed Peace Talks This Month.,9/22/2020,World
356,Trump Demands U.N. Hold China to Account for Coronavirus Pandemic,9/22/2020,World
357,E.U. Offers Cash and More Deportations in New Plan for Migrants,9/23/2020,World
358,The End of ‘America First’: How Biden Says He Will Re-engage With the World,11/9/2020,U.S.
359,Her Study Center Was Bombed. She Still Topped Afghanistan’s National University Exam.,9/25/2020,World
360,"Trump Fires Mark Esper, Defense Secretary Who Opposed Use of Troops on U.S. Streets",11/9/2020,U.S.
361,"Fake Guns, Fictional Battles, Real Uniforms: Inside the Immersive World of MilSim",9/26/2020,Style
362,"As Covid-19 Closes Schools, the World’s Children Go to Work",9/27/2020,World
363,"In Proud Corners of Afghanistan, New Calls for Autonomy",9/28/2020,World
364,An Obama Restoration on Foreign Policy? Familiar Faces Could Fill Biden’s Team,11/10/2020,U.S.
365,He Sidestepped Pompeo and Got Slapped Down. Now He’s the New Pentagon Chief.,11/11/2020,U.S.
366,"At Afghan Peace Talks, Hoping to End Their Fathers’ War",10/5/2020,World
367,Kyrgyzstan in Chaos After Protesters Seize Government Buildings,10/6/2020,World
368,Trump Stacks the Pentagon and Intel Agencies With Loyalists. To What End?,11/12/2020,U.S.
369,Trump Pentagon Purge Could Accelerate His Goal to Pull Troops From Afghanistan,11/13/2020,U.S.
370,An Afghan Boy’s Rape and Death Prompt a Rare Response: Arrests,10/9/2020,World
371,"Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia",11/16/2020,U.S.
372,Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult,11/21/2020,U.S.
373,Top General Declines to Endorse Trump’s Afghan Withdrawal Timeline,10/12/2020,World
374,"In Former Taliban Stronghold, Defiant Women Hit the Gym",10/12/2020,World
375,He Built a Trump Statue and Worshiped It. Then He Collapsed.,10/14/2020,World
376,This Ex-Taliban Commander Is Now the Face of Afghan Security,10/16/2020,World
377,C.I.A. Officer Is Killed in Somalia,11/25/2020,U.S.
378,"A Storied Female Warlord Surrenders, Taliban Say, Exposing Afghan Weakness",10/18/2020,World
379,Biden’s National Security Team Offers a Sharp Turn. But in Which Direction?,11/25/2020,U.S.
380,Trump’s Sanctions on International Court May Do Little Beyond Alienating Allies,10/18/2020,World
381,"‘If There Were No Hashish Here, You Wouldn’t See a Single House’",10/19/2020,World
382,Another Official Is Ousted From the Pentagon,12/1/2020,U.S.
383,Demand for Pakistan Visas Sets Off Deadly Stampede in Afghanistan,10/21/2020,World
384,The New Pentagon Papers: Civilian Casualties,12/21/2021,Opinion
385,A Radical Cleric Ignites an Islamist Resistance in Afghanistan,10/22/2020,World
386,Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive,12/8/2020,U.S.
387,The Case for a One-Term Joe,1/3/2020,Opinion
388,The Dire Consequences of Trump’s Suleimani Decision,1/4/2020,Opinion
389,Libya Cease-Fire Raises Hopes for Full Peace Deal,10/23/2020,World
390,"Biden Plans to Tap Lloyd Austin, Former Iraq Commander, as Defense Secretary",12/8/2020,U.S.
391,Deadly Explosion Hits Kabul Tutoring Center,10/24/2020,World
392,Trump Has a Bizarre Idea of Winning,1/8/2020,Opinion
393,"House Passes Defense Bill Overwhelmingly, Defying Trump’s Veto Threat",12/8/2020,U.S.
394,Biden’s Pentagon Pick Reignites Debate Over Civilian Control of Military,12/8/2020,U.S.
395,How an Afghan Political Crisis Derailed Payments to War Victims,10/27/2020,World
396,Al Qaeda Feels Losses in Syria and Afghanistan but Stays Resilient,10/27/2020,World
397,Blast at Pakistani Religious School Kills at Least 8,10/27/2020,World
398,"After 12 Years, Arrest Made in Abduction of Former Times Journalist David Rohde",10/28/2020,World
399,Trump’s Code of Dishonor,1/15/2020,Opinion
400,"Arrested, Tortured, Imprisoned: The U.S. Contractors Abandoned in Kuwait",10/28/2020,Magazine
401,War Has Ripple Effects,1/18/2020,Opinion
402,An Ancient Hill and Forgotten Dead: Afghanistan’s Haunted Outpost,10/31/2020,World
403,"Gunmen Storm Kabul University, Killing at Least 19",11/2/2020,World
404,Deadly School Assault Catapults Kabul into Even More Despair,11/3/2020,World
405,A Transfixed World Awaits What’s Next in America,11/4/2020,World
406,"String of Attacks Have People in Kabul Pointing a Finger, at the Government",11/7/2020,World
407,Biden Victory Brings Sighs of Relief Overseas,11/7/2020,World
408,‘It’s Like Falling in Love’: Israeli Entrepreneurs Welcomed in Dubai,11/7/2020,World
409,Europe Lauds Biden but Wonders: What Will He Want? How Long Will He Stay?,11/8/2020,World
410,U.S. Takes Tougher Tone With Turkey as Trump Exits,12/9/2020,U.S.
411,‘Is Austin on Your List?’: Biden’s Pentagon Pick Rose Despite Barriers to Diversity,12/9/2020,U.S.
412,Strong Turnout in Myanmar Shows Voters’ Support for Nascent Democracy,11/9/2020,World
413,Pentagon Weighs Sharp Drawback in Support for C.I.A.,12/10/2020,U.S.
414,"Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat",12/11/2020,U.S.
415,We Once Fought Jihadists. Now We Battle White Supremacists.,2/11/2020,Opinion
416,"U.S. Troops Are Still Leaving, but Afghans Hope Biden Will Help",11/12/2020,World
417,Nobel Peace Prize: A Growing List of Questionable Choices,11/12/2020,World
418,"Al Qaeda’s No. 2, Accused in U.S. Embassy Attacks, Was Killed in Iran",11/14/2020,World
419,It Took a Century to Open a Mosque in Athens. Then Came the Pandemic.,11/14/2020,World
420,"U.S. Troops Are Packing Up, Ready or Not",11/18/2020,World
421,Asylum Seeker Who Lost His Son on Trek to Greece Is Charged in His Death,11/18/2020,World
422,Somalia Worries That a U.S. Withdrawal Will Be Disastrous,11/18/2020,World
423,Blood Lust and Demigods: Behind an Australian Force’s Slaughter of Helpless Afghans,11/19/2020,World
424,"As Pompeo Prepared to Meet Afghan Warring Parties, New Attack Struck Kabul",11/21/2020,World
425,House Votes to Override Trump’s Veto of Military Bill,12/29/2020,U.S.
426,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming",11/21/2020,World
427,"Where the Pomegranate Harvest Is Life, the Taliban Brought Ruin",11/22/2020,World
428,‘I Forget About the World:’ Afghan Youth Find Escape in a Video Game,11/23/2020,World
429,"Green Beret Charged in Shooting Spree Was Visiting Family, Prosecutor Says",12/29/2020,U.S.
430,Donors Pledge Less Aid to Afghanistan During a Violent Chapter,11/24/2020,World
431,My Friend Lives Inside the War on Terror. Listen to Him.,2/16/2020,Opinion
432,Will the U.S.-Taliban Deal End the War?,2/18/2020,Opinion
433,Outcry in France After Police Clear Paris Migrant Camp,11/24/2020,World
434,"In Abrupt Reversal of Iran Strategy, Pentagon Orders Aircraft Carrier Home",1/1/2021,U.S.
435,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",11/25/2020,World
436,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",11/25/2020,World
437,"Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds",1/8/2021,U.S.
438,Australian Military Moves to Dismiss Soldiers After Killings in Afghanistan,11/27/2020,World
439,Pentagon Chief Visits Somalia Ahead of Expected Troop Cuts,11/27/2020,World
440,"A Mother, Her Son — and Their 1,500-Mile Search for Home",11/27/2020,World
441,"Afghan Leader Digs In on Peace Talks Despite Progress, Officials Say",11/29/2020,World
442,Australia Condemns Lurid Tweet by Chinese Official as ‘Disgusting Slur’,11/30/2020,World
443,"What We, the Taliban, Want",2/20/2020,Opinion
444,Why the Taliban Will Never Agree to a Real Peace Deal,2/27/2020,Opinion
445,"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter",12/1/2020,World
446,Woman Killed in Capitol Embraced Trump and QAnon,1/8/2021,U.S.
447,Afghan and Taliban Negotiators Agree on Peace Talks’ Procedures,12/2/2020,World
448,U.S. Hopes a Small Step in Easing a Mideast Rivalry Could Further Rattle Iran’s Economy,12/2/2020,World
449,"Feeling Spurned by Trump, U.N. Sees Redemption in Biden and Team",12/3/2020,World
450,Life and Death in the ‘Hot Zone’,4/11/2020,Opinion
451,Trump Orders All American Troops Out of Somalia,12/4/2020,World
452,U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes,12/8/2020,World
453,"For Immigrants Watching a Mob Storm the Capitol, a Sense of Shock and Shame",1/8/2021,U.S.
454,"With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up",1/10/2021,U.S.
455,"Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof",1/12/2021,U.S.
456,What Polls Say About Trump’s Impeachment and Possible Removal,1/13/2021,U.S.
457,Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics,1/13/2021,U.S.
458,Rare Pentagon Mission: Armed Troops in Capital,1/13/2021,U.S.
459,A Year Like No Other: 2020 in Pictures,12/9/2020,World
460,Afghan Journalist Is Killed in Latest Attack on Media Figures,12/10/2020,World
461,Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman,1/14/2021,U.S.
462,"To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East",12/10/2020,World
463,Inside the Capitol for Impeachment: National Guard in Every Corner,1/14/2021,U.S.
464,New Warnings of Violence as Security Tightens for Inauguration,1/15/2021,U.S.
465,Iran Executes Dissident Accused of Stoking Protests,12/12/2020,World
466,China’s Combative Nationalists See a World Turning Their Way,12/14/2020,World
467,‘Sticky Bombs’ Sow Terror and Chaos in a City on Edge,12/16/2020,World
468,Inaugural Security Is Fortified in D.C. as Military and Police Links Are Eyed in Riot,1/15/2021,U.S.
469,A Covid-19 Surge and Conspiracy Theories Roil Pakistan,12/19/2020,World
470,Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner,1/16/2021,U.S.
471,"‘Covid Can’t Compete.’ In a Place Mired in War, the Virus Is an Afterthought.",12/20/2020,World
472,Number of Journalists Killed for Their Reporting Doubled in 2020,12/22/2020,World
473,"Before the Capitol Riot, Calls for Cash and Talk of Revolution",1/16/2021,U.S.
474,Biden Is Expected to Expand U.S.-India Relations While Stressing Human Rights,12/24/2020,World
475,"In a Village of Widows, the Opium Trade Has Taken a Deadly Toll",12/27/2020,World
476,Welcoming a New Year at an Ancient Festival in Pakistan,12/27/2020,World
477,"After Capitols Become Fortresses, Far-Right Protesters Are Mostly a No-Show",1/18/2021,U.S.
478,"Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy",1/18/2021,U.S.
479,Here Are Some of the People Trump Pardoned,1/20/2021,U.S.
480,A Far-Right Terrorism Suspect With a Refugee Disguise: The Tale of Franco A.,12/29/2020,World
481,Hundreds of Migrants Stranded in Freezing Weather in Bosnia,12/31/2020,World
482,A German Town Warily Considers a Future Without a Deep U.S. Presence,12/31/2020,World
483,What to Know About the Afghan Peace Talks,1/1/2021,World
484,Washington Breathes an Uneasy Sigh of Relief,1/21/2021,U.S.
485,Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.,1/2/2021,World
486,Conjuring Up the World Through the Sense of Taste,1/2/2021,World
487,Armed Attackers Kidnap and Kill 11 Miners in Pakistan,1/3/2021,World
488,The Julian Assange Extradition Case: What You Need to Know,1/3/2021,World
489,"U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health",1/4/2021,World
490,"In Reversal, Pentagon Announces Aircraft Carrier Nimitz Will Remain in Middle East",1/4/2021,World
491,Julian Assange Is Denied Bail by U.K. Judge,1/6/2021,World
492,America’s Friends and Foes Express Horror as Capitol Attack ‘Shakes the World’,1/6/2021,World
493,Court in Pakistan Bans ‘Virginity Tests’ in Sexual Violence Cases,1/6/2021,World
494,"In Washington Riot, Echoes of Post-Soviet Uprisings",1/7/2021,World
495,"Senate Confirms Austin, Installing First Black Defense Secretary",1/22/2021,U.S.
496,"Biden Orders Sweeping Assessment of Russian Hacking, Even While Renewing Nuclear Treaty",1/22/2021,U.S.
497,How Space Became the Next ‘Great Power’ Contest Between the U.S. and China,1/25/2021,U.S.
498,Afghan Leaders Sideline Spokesmen in an Escalating Misinformation War,1/10/2021,World
499,Pentagon Begins Independent Inquiry Into Special Ops and War Crimes,1/29/2021,U.S.
500,"To Understand This Chaotic Transition, Rewind to the Last One",1/11/2021,Magazine
501,"‘I Could Just Vanish’: In Kabul, Pocket Notes to Prevent Anonymous Death",1/12/2021,World
502,"Biden Visits Walter Reed, the Hospital That Treated Both Him and His Son",1/30/2021,U.S.
503,"U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges",2/3/2021,U.S.
504,"Biden to Welcome More Refugees, but Far From All Will Get In",2/3/2021,U.S.
505,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",2/6/2021,U.S.
506,The Commander in Chief’s Following Wanes,5/19/2020,Opinion
507,"Inside a Nursing Home After the Vaccine: Joy, Relief and Game Night",2/13/2021,U.S.
508,How We Broke the World,5/30/2020,Opinion
509,Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’,2/13/2021,U.S.
510,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?,1/15/2021,World
511,Adam Kinzinger’s Lonely Mission,2/15/2021,U.S.
512,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline",2/16/2021,U.S.
513,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,2/17/2021,U.S.
514,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging,1/16/2021,World
515,"Blinken, Without Leaving Home, Tries to Mend Fences With Allies Abroad",2/23/2021,U.S.
516,"‘There Is No Safe Area’: In Kabul, Fear Has Taken Over",1/17/2021,World
517,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",2/24/2021,U.S.
518,Afghan Government Backs Repatriation of Guantánamo Detainee,2/25/2021,U.S.
519,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General",3/4/2021,U.S.
520,Will Biden Be an Activist President on the World Stage?,1/20/2021,World
521,A College President Worried About the Risks of Dorm Isolation. So He Moved In.,3/4/2021,U.S.
522,Biden Seeks Update for a Much-Stretched Law That Authorizes the War on Terrorism,3/5/2021,U.S.
523,Remote C.I.A. Base in the Sahara Steadily Grows,3/8/2021,U.S.
524,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.,3/8/2021,U.S.
525,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol",3/14/2021,U.S.
526,Biden and Putin Agree to Extend Nuclear Treaty,1/26/2021,World
527,Biden Says Withdrawing U.S. Forces From Afghanistan by May Deadline Is ‘Tough’,3/17/2021,U.S.
528,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban",1/28/2021,World
529,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally,1/28/2021,World
530,Violence May Delay U.S. Troop Withdrawal From Afghanistan,1/29/2021,World
531,Liberals Grow Impatient With Biden’s Foreign Policy Decisions,3/18/2021,U.S.
532,"As Biden and Xi Begin a Careful Dance, a New American Policy Takes Shape",3/18/2021,U.S.
533,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election,1/30/2021,World
534,Does Requiring Only Men to Register for the Draft Violate the Constitution?,3/22/2021,U.S.
535,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.,2/3/2021,World
536,"After Capitol Riot, Senate Taps Intelligence Official to Lead Security",3/23/2021,U.S.
537,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die",2/4/2021,World
538,Trump Uses the Military to Prove His Manhood,6/4/2020,Opinion
539,"In Afghanistan, a Booming Kidney Trade Preys on the Poor",2/6/2021,World
540,Biden Assails Republicans Over Voting Rights and Defends Record on Border,3/25/2021,U.S.
541,"Before Himalayan Flood, India Ignored Warnings of Development Risks",2/8/2021,World
542,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’",3/25/2021,U.S.
543,The Newest Diplomatic Currency: Covid-19 Vaccines,2/11/2021,World
544,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan,3/26/2021,U.S.
545,House Taps Military Official to Lead Security,3/26/2021,U.S.
546,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink",2/15/2021,World
547,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now",3/27/2021,U.S.
548,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.,3/27/2021,U.S.
549,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians,2/16/2021,World
550,A New Pregnancy and an Oprah Interview Refocus a Spotlight on Harry and Meghan,2/17/2021,World
551,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor",4/2/2021,U.S.
552,"Trump, Not So Statuesque",6/27/2020,Opinion
553,Harry and Meghan to Give Up Official Royal Family Duties,2/19/2021,World
554,"China Is Preparing for Another Olympics in Beijing, Like It or Not",2/19/2021,World
555,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings",2/21/2021,World
556,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation",2/21/2021,World
557,4 Aid Workers Are Shot Dead in Pakistan,2/22/2021,World
558,Afghan Civilian Casualties Soared After Peace Talks’ Start,2/23/2021,World
559,"Where a Vaccination Campaign Faces Skepticism, War and Corruption",2/23/2021,World
560,Why Does Trump Put Russia First?,7/1/2020,Opinion
561,Capitol Rioters Face the Consequences of Their Selfie Sabotage,4/6/2021,U.S.
562,A Top Democrat Warns Against a Hasty Withdrawal of U.S. Troops From Afghanistan,2/24/2021,World
563,Will Afghanistan Become a Terrorism Safe Haven Once Again?,4/13/2021,U.S.
564,Biden to Withdraw All Combat Troops From Afghanistan by Sept. 11,4/13/2021,U.S.
565,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,2/25/2021,World
566,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border,2/25/2021,World
567,Canada’s Top Military Officer Steps Aside Amid Investigation,2/25/2021,World
568,‘I Wake Up and Scream’: Secret Taliban Prisons Terrorize Thousands,2/27/2021,World
569,An Old Legal Doctrine That Puts War Criminals in the Reach of Justice,2/28/2021,World
570,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,3/2/2021,World
571,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories,3/3/2021,World
572,How One Looted Artifact Tells the Story of Modern Afghanistan,3/4/2021,Magazine
573,"China Poses Biggest Threat to U.S., Intelligence Report Says",4/13/2021,U.S.
574,"After Backing Military Force in Past, U.S.A.I.D. Nominee Focuses on Deploying Soft Power",4/13/2021,U.S.
575,"They Were Journalists, and Women, and Targeted for Both",3/5/2021,World
576,‘No Victory Dance’: Veterans of Afghan War Feel Torn Over Pullout,4/14/2021,U.S.
577,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan,4/15/2021,U.S.
578,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader,3/7/2021,World
579,"In One Afghan District, Peace From 8 A.M. to 5 P.M.",3/8/2021,World
580,"Biden, Setting Afghanistan Withdrawal, Says ‘It Is Time to End the Forever War’",4/15/2021,U.S.
581,"White House Warns Russia on Bounties, but Stops Short of Sanctions",4/15/2021,U.S.
582,Tammy Duckworth: Tucker Carlson Doesn’t Know What Patriotism Is,7/9/2020,Opinion
583,I Was a Counterterrorism Chief. Trump Knew What Russia Was Doing.,7/12/2020,Opinion
584,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families,3/13/2021,World
585,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed",3/14/2021,World
586,Biden Administration to Impose Tough Sanctions on Russia,4/15/2021,U.S.
587,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views",4/17/2021,U.S.
588,"At Least 9 Dead in Afghan Helicopter Crash, After Clashes With Local Militia",3/18/2021,World
589,A War Is Ending. A Pennsylvania Town Exhales.,4/17/2021,U.S.
590,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits,4/20/2021,U.S.
591,A Top Woman in Canada’s Military Issues a Stinging Rebuke of Its Culture,3/19/2021,World
592,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say",3/19/2021,World
593,Even Suicide Bombings Can’t Keep These Students From School,3/20/2021,World
594,U.S. Defense Secretary Makes Secret Visit to Afghanistan,3/21/2021,World
595,"In Kabul’s Streets, Dogs Rule the Night",3/21/2021,World
596,Foes in Afghan War See a Common Threat of Islamic State’s Return,3/22/2021,World
597,Bush Says G.O.P. Has Become ‘to Some Degree Nativist’,4/20/2021,U.S.
598,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight",4/21/2021,U.S.
599,Blinken’s Welcome by NATO Doesn’t Hide Differences on Key Issues,3/24/2021,World
600,Biden’s Plan to End Afghanistan War Gives Some Detainees Hope for Release,4/21/2021,U.S.
601,Biden Preparing to Declare That Atrocities Against Armenia Were Genocide,4/21/2021,U.S.
602,Biden Officials Place Hope in Taliban’s Desire for Legitimacy and Money,4/23/2021,U.S.
603,Biden Wants to Return to a ‘Normal’ Foreign Policy. That’s the Problem.,8/25/2020,Opinion
604,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide",4/24/2021,U.S.
605,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",4/27/2021,U.S.
606,Biden Seeks Shift in How the Nation Serves Its People,4/29/2021,U.S.
607,An Alliance of Autocracies? China Wants to Lead a New World Order.,3/29/2021,World
608,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan,3/30/2021,World
609,"The Taliban Think They Have Already Won, Peace Deal or Not",3/30/2021,World
610,"President Trump, Don’t Leave My Brother, a Hostage, Behind",8/30/2020,Opinion
611,See How Rich Countries Got to the Front of the Vaccine Line,3/31/2021,World
612,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,5/1/2021,U.S.
613,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t",4/2/2021,World
614,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence,4/4/2021,World
615,"The Iran Nuclear Talks, Explained",4/5/2021,World
616,Pentagon Struggles to Wean Afghan Military Off American Air Support,5/6/2021,U.S.
617,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants",4/7/2021,World
618,Afghan President in ‘Desperate Situation’ as His Power Is Undermined,4/10/2021,World
619,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment,5/7/2021,U.S.
620,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership,5/9/2021,U.S.
621,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout,5/10/2021,U.S.
622,A Black Colonel Takes Command of a Key Marine Corps Brigade,5/11/2021,U.S.
623,Activists and Ex-Spy Said to Have Plotted to Discredit Trump ‘Enemies’ in Government,5/13/2021,U.S.
624,Biden Administration Clears 3 Guantánamo Detainees for Release,5/18/2021,U.S.
625,Afghans Wonder ‘What About Us?’ as U.S. Troops Prepare to Withdraw,4/14/2021,World
626,NATO Confirms Its Troop Withdrawal From Afghanistan,4/14/2021,World
627,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues",5/21/2021,U.S.
628,Biden’s Afghan Pullout Is a Victory for Pakistan. But at What Cost?,4/15/2021,World
629,Pentagon Accelerates Withdrawal From Afghanistan,5/25/2021,U.S.
630,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",5/28/2021,U.S.
631,A Rogue Climber Running From the Law Was Fleeing His Own Trauma,6/4/2021,U.S.
632,C.I.A. Scrambles for New Approach in Afghanistan,6/6/2021,U.S.
633,The Contradiction That Doomed America’s Mission in Afghanistan,4/16/2021,World
634,Supreme Court Won’t Hear Case on Limiting Military Draft to Men,6/7/2021,U.S.
635,Can We Escape the Political-Industrial Complex?,9/18/2020,Opinion
636,U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis,6/9/2021,U.S.
637,Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony,4/17/2021,World
638,"Afghan Women Fear the Worst, Whether War or Peace Lies Ahead",4/18/2021,World
639,The Foreign Policy That Wasn’t,10/16/2020,Opinion
640,"As Military Addresses Diversity, Republicans See Culture War Target",6/10/2021,U.S.
641,Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats,6/10/2021,U.S.
642,"Caving to Islamists, Pakistan’s Parliament Debates Expelling French Ambassador",4/20/2021,World
643,Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia,6/15/2021,U.S.
644,"As Wars Wind Down, Congress Revisits Presidential Powers",6/17/2021,U.S.
645,"War, Peace and Taliban Spreadsheets",4/21/2021,World
646,Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.,6/18/2021,U.S.
647,"The U.S. War in Afghanistan: How It Started, and How It Ended",4/22/2021,World
648,Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations,6/18/2021,U.S.
649,Defense Secretary Backs Changes to Military Law on Sexual Assault,6/23/2021,U.S.
650,The Arms Merchant in the Sights of Russia’s Elite Assassination Squad,4/24/2021,World
651,U.S. Military Begins Final Withdrawal From Afghanistan,4/25/2021,World
652,"Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies",4/26/2021,World
653,U.S. to Move Afghans Who Aided Troops Outside the Country,6/24/2021,U.S.
