danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name,track_number,track_id,album_name,album_id,time_signature,duration_ms,key_name,mode_name,key_mode
0.462,0.183,11,-13.088,0,0.0456,0.842,0.187,0.743,0.309,120.68,"Death Don't Have No Mercy - Live at the Fillmore West, San Francisco, CA 2/27/69; 2017 Remaster",1,11rZZo6i4X0rzaypfo59jp,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,3,631693,B,minor,B minor
0.407,0.344,9,-10.764,1,0.0711,0.779,1.31e-4,0.105,0.366,84.68,"St. Stephen - Live at the Fillmore West, San Francisco, CA 2/27/69; 2017 Remaster",2,5eCfRoM9g05jaJKmK6DbI6,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,401653,A,major,A major
0.715,0.394,7,-11.211,1,0.0782,0.549,0,0.109,0.897,136.606,Uncle John's Band - 2017 Remaster,3,0OCsBC26SnPYXQDLyNmfqx,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,286320,G,major,G major
0.448,0.324,2,-12.154,1,0.0347,0.333,8.53e-4,0.102,0.366,138.719,"Dark Star - Live at the Fillmore East, New York, NY 2/14/70",4,65i5xezgJRf9rz1EOE8pyX,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,1431640,D,major,D major
0.473,0.716,9,-8.305,1,0.041,0.501,0.0213,0.339,0.926,174.236,Easy Wind - 2017 Remaster,5,12LgTjkHyQa47ekcnpYbpr,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,301013,A,major,A major
0.564,0.5,0,-9.308,1,0.0318,0.281,1.08e-4,0.053,0.53,119.254,Candyman - 2017 Remaster,6,0a7KTsJlptGjO9jqnolpeK,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,3,376346,C,major,C major
0.612,0.489,7,-11.011,1,0.0403,0.609,0.375,0.0866,0.755,95.525,"China Cat Sunflower - Live at Chateau D' Herouvile, Herovuville, France 6/21/71",7,66UTdY6IvzQaBz5ma3EjbQ,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,309000,G,major,G major
0.549,0.436,4,-11.67,0,0.0325,0.694,0.0513,0.682,0.649,92.172,"I Know You Rider - Live at Chateau D' Herouville, Herovuville, France 6/21/71",8,3Hvbnrvh46kGUwnAhQFnaw,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,354760,E,minor,E minor
0.457,0.397,8,-9.61,1,0.0322,0.84,0.705,0.319,0.203,111.922,"Morning Dew - Live at the Lyceum Theatre, London, England 5/26/72; 2017 Remaster",9,2LBfRZH63vuO7iW9J8zgz2,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,703080,G#,major,G# major
0.765,0.405,4,-10.688,1,0.0311,0.808,0.0983,0.433,0.539,119.984,"He's Gone - Live in Veneta, OR, 8/27/72; 2017 Remaster",1,5wpMrurSuNas33u2a5wz9Z,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,532600,E,major,E major
0.623,0.549,9,-9.972,1,0.0506,0.584,0.0287,0.965,0.623,102.512,"The Music Never Stopped - Live at the Great American Music Hall, San Francisco, CA 8/13/75; 2017 Remaster",2,6WHjg0ffCMwV5kDWUqIiOq,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,332693,A,major,A major
0.595,0.548,4,-13.923,1,0.0654,0.337,0.767,0.384,0.864,80.808,"Scarlet Begonias - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77; 2017 Remaster",3,580rV9TRF2eG9rPvSYGiVW,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,593800,E,major,E major
0.668,0.581,1,-12.361,0,0.0391,0.597,0.893,0.715,0.831,82.424,"Fire on the Mountain - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77; 2017 Remaster",4,6rSYzRTxpnSZwS49EqlNaM,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,909080,C#,minor,C# minor
0.574,0.52,9,-10.155,1,0.0593,0.657,0.0241,0.245,0.522,155.634,"Althea - Live at Nassau Coliseum, Uniondale, NY 5/16/80; 2017 Remaster",5,5No7dABuBlNyCGsj7Eegop,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,5,512600,A,major,A major
0.615,0.755,11,-9.018,1,0.036,0.0791,1.33e-5,0.153,0.842,159.837,"Touch of Grey - Live at Marin Veterans Auditorium, San Rafael, CA 1/6-13/87; 2017 Remaster",6,4K4tbdo8M21BonyGQPyEOK,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,351920,B,major,B major
0.369,0.71,0,-9.684,1,0.0759,0.364,0.348,0.325,0.759,143.628,"Dear Mr. Fantasy - Live at Sullivan Stadium, Foxboro, MA 7/2/89",7,5hZCqTiOdsYrvIpWLPcZew,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,426773,C,major,C major
0.326,0.693,0,-9.673,1,0.0487,0.193,0.157,0.0665,0.612,146.682,"Hey Jude - Live at Sullivan Stadium, Foxboro, MA 7/2/89",8,3C9yOrmuu1JeJoQFDJF43o,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,239573,C,major,C major
0.608,0.477,7,-11.454,1,0.0324,0.428,1.26e-4,0.613,0.694,127.081,Ripple - 2017 Remaster,9,1PqJKd45ZFQTWvk5SHcPMc,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,249760,G,major,G major
0.46,0.407,5,-11.479,1,0.035,0.36,0,0.131,0.319,113.974,Brokedown Palace - 2017 Remaster,10,0gMXpQJ9tf4mubFZOk5kXX,Long Strange Trip (Motion Picture Soundtrack),3KUcDzM895MinUKmEy11S7,4,246466,F,major,F major
0.706,0.631,4,-13.776,0,0.0563,0.344,0.691,0.366,0.46,105.121,"New Minglewood Blues - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",1,27nasmd5S8eIvIkAa7wnSo,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,334266,E,minor,E minor
0.674,0.338,7,-15.222,1,0.0419,0.13,0.0287,0.175,0.398,114.916,"Loser - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",2,5jpq0glczrmrPuTdTkNFDG,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,478066,G,major,G major
0.69,0.428,2,-16.781,1,0.0504,0.526,0.299,0.675,0.67,118.267,"El Paso - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",3,0IJf70ScOcHAUEMa1JaAmE,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,3,290866,D,major,D major
0.825,0.479,0,-13.836,1,0.0394,0.608,0.105,0.147,0.791,119.748,"They Love Each Other - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",4,4K5etmmA4jQApw5VBznEWK,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,449453,C,major,C major
0.51,0.557,9,-12.661,1,0.042,0.376,0.273,0.593,0.714,127.688,"Jack Straw - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",5,0TtuYAtUBFlF3ylF57Qwyg,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,389373,A,major,A major
0.657,0.649,2,-11.577,1,0.049,0.385,0.00418,0.706,0.568,128.833,"Deal - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",6,0pPvu1AGxIj7pvESvSg4wi,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,370306,D,major,D major
0.669,0.597,9,-12.609,0,0.0554,0.315,0.0108,0.771,0.863,140.513,"Lazy Lightning - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",7,27dMCZQgPC7eWNmBzsyhg8,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,1,205880,A,minor,A minor
0.6,0.633,0,-13.003,1,0.0494,0.138,0.672,0.417,0.793,142.526,"Supplication - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",8,4ZBNVXnWbHCWMaoSZmuKmT,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,1,287493,C,major,C major
0.715,0.51,9,-14.403,1,0.0417,0.419,0.112,0.806,0.735,111.302,"Brown-Eyed Women - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",9,1BlJdQjT6QYjRlfP0C1rz1,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,348946,A,major,A major
0.622,0.618,2,-13.51,1,0.0807,0.479,0.0367,0.717,0.642,111.6,"Mama Tried - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",10,6h7RCPkZvG7T4Rp02Xa0sE,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,191626,D,major,D major
0.696,0.409,2,-13.809,1,0.0329,0.245,0.0353,0.959,0.814,105.374,"Row Jimmy - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",11,1m6rWZAK4vVLPbEGq59eT2,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,674133,D,major,D major
0.727,0.594,2,-12.697,1,0.0514,0.35,0.457,0.943,0.842,113.899,"Dancing in the Street - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",1,2QzPMbdAR5Fb8DkiViiZrM,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,991546,D,major,D major
0.591,0.511,4,-14.62,1,0.0927,0.363,0.514,0.112,0.85,81.134,"Scarlet Begonias - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",2,2ydjxozpSUZLzmi82KV4Qp,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,675293,E,major,E major
0.666,0.578,1,-12.778,0,0.0391,0.587,0.892,0.1,0.846,83.107,"Fire on the Mountain - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",3,0r9ZSCNXKinpOBUl943m3l,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,940426,C#,minor,C# minor
0.744,0.488,11,-12.557,0,0.0483,0.469,0.326,0.55,0.691,133.13,"Estimated Prophet - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",4,79dZlKehKoo0xIhSjGtjBL,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,528560,B,minor,B minor
0.461,0.433,9,-13.549,1,0.0936,0.578,0.0601,0.74,0.615,77.048,"St. Stephen - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",1,25rgjOyPPywPymZecMUtmm,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,302906,A,major,A major
0.557,0.581,9,-12.473,1,0.0403,0.122,0.869,0.106,0.872,155.779,"Not Fade Away - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",2,49XFUxQEed7pDA1dXGEHbw,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,980226,A,major,A major
0.442,0.683,9,-11.662,1,0.0739,0.471,0.176,0.229,0.512,155.51,"St. Stephen - II; Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",3,3yYjvqCyROgBMLO6fNfKBZ,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,114080,A,major,A major
0.456,0.403,7,-13.965,1,0.0383,0.355,0.15,0.591,0.511,128.074,"Morning Dew - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",4,0shBLNwbMS8i903cWwnwln,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,857213,G,major,G major
0.525,0.796,0,-11.019,1,0.0559,0.429,0.0867,0.93,0.911,154.763,"One More Saturday Night - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",5,2I0fbTGgwFUUCopz7XpbjR,Cornell 5/8/77 (Live),3T9UKU0jMIyrRD0PtKXqPJ,4,310080,C,major,C major
0.508,0.638,7,-7.393,1,0.0284,0.161,4.38e-5,0.0817,0.879,147.054,The Golden Road - 2017 Remaster,1,5Wl8vfqLIZF1ktnP6JGpR8,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,132653,G,major,G major
0.4,0.884,0,-7.897,1,0.0509,0.477,0.0816,0.0567,0.912,183.47,Beat It on down the Line - 2017 Remaster,2,4Rh1RRZcWKWqRrpLAOpCds,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,153853,C,major,C major
0.579,0.347,9,-11.959,1,0.0717,0.476,0.0575,0.0963,0.51,127.864,Good Morning Little School Girl - 2017 Remaster,3,65KvFlXbj9mOqeNj9iDroq,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,350266,A,major,A major
0.406,0.736,6,-10.532,0,0.0506,0.394,0.67,0.198,0.888,169.038,Cold Rain and Snow - 2017 Remaster,4,5D5qKQzhoCBYjCBxTDZf5K,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,151640,F#,minor,F# minor
0.532,0.562,9,-10.387,1,0.0828,0.55,0.233,0.158,0.903,126.405,Sittin' on Top of the World - 2017 Remaster,5,0Iq8HwkjKlmFUTIVdZn2mF,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,128479,A,major,A major
0.317,0.7,2,-9.905,1,0.0932,0.209,0.0355,0.12,0.464,164.599,Cream Puff War - 2017 Remaster,6,10J9SZ24axzwhwXjKTo9UN,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,151520,D,major,D major
0.429,0.45,2,-11.008,1,0.0338,0.218,0.0425,0.503,0.353,93.427,Morning Dew - 2017 Remaster,7,1YbBwQn8AKyJO9Ys1MPk9X,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,309333,D,major,D major
0.652,0.637,0,-8.935,1,0.0548,0.12,0.768,0.134,0.791,119.598,"New, New Minglewood Blues - 2017 Remaster",8,10zhlBjV7TFjj4HwPE8UIo,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,157746,C,major,C major
0.405,0.514,7,-10.062,1,0.0513,0.154,0.566,0.183,0.585,101.706,Viola Lee Blues - 2017 Remaster,9,6m1eVL9FcQxhOrZ6LT37d0,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,616746,G,major,G major
0.659,0.342,2,-16.38,1,0.278,0.292,8.02e-6,0.115,0.501,115.931,"Standing on the Corner - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",1,4bGTDAMAndlbYAXrF5tSd1,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,201920,D,major,D major
0.479,0.473,7,-13.924,1,0.0293,0.0469,0,0.107,0.457,91.755,"I Know You Rider - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",2,6ixsHWuKXJIw2rfVqsDlco,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,194240,G,major,G major
0.511,0.442,9,-15.076,1,0.157,0.276,0.00571,0.0988,0.637,136.942,"Next Time You See Me - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",3,1eXKR3RCf09N7DSizQyaHf,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,216826,A,major,A major
0.62,0.511,2,-14.016,1,0.0857,0.227,0.00932,0.105,0.642,125.747,"Sittin' on Top of the World - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",4,1v9iUfl6ywdKqQowMwu9PU,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,226520,D,major,D major
0.576,0.591,0,-13.698,1,0.0766,0.0908,2.02e-4,0.109,0.546,95.668,"You Don't Have to Ask - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",5,6rv4dJz6GanbA6a7GOpTjM,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,314333,C,major,C major
0.571,0.43,1,-14.563,0,0.137,0.432,0.054,0.15,0.476,150.476,"Big Boss Man - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",6,4GV3IaYgKZdV1aKeHgLz6D,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,255786,C#,minor,C# minor
0.642,0.483,7,-15.33,1,0.0763,0.258,2.09e-5,0.354,0.557,131.869,"Stealin' - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",7,6vtCYQNT5ANikwAq0pPhYA,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,217080,G,major,G major
0.446,0.566,4,-12.792,0,0.0685,0.379,3.7e-5,0.115,0.534,148.599,"Cardboard Cowboy - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",8,2PP2l4HBWDj03DbmIT6Hhh,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,176213,E,minor,E minor
0.534,0.314,2,-18.787,1,0.0425,0.208,0.021,0.106,0.351,136.398,"It's All over Now, Baby Blue - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",9,2JUAG2aAVVy8VZjrb7uC7f,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,322600,D,major,D major
0.363,0.627,2,-13.074,1,0.0604,0.0607,0.0161,0.239,0.48,156.78,"Cream Puff War - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",10,2FUUypfykkhn0BIgKBssqj,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,472213,D,major,D major
0.457,0.533,0,-14.502,1,0.0644,0.0455,0.0563,0.0656,0.566,105.633,"Viola Lee Blues - Live at P.N.E. Garden Auditorium,Vancouver, British Columbia, Canada 7/29/66",11,0IvcNTEvtPKjO5bPmrWfoX,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,602613,C,major,C major
0.508,0.604,0,-11.786,1,0.0837,0.139,0,0.0692,0.46,92.142,"Beat It on down the Line - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",12,3PqHJGCV0jl0CyorFxdQ5j,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,166706,C,major,C major
0.576,0.422,4,-13.43,0,0.103,0.329,0.00597,0.0926,0.307,132.365,"Good Mornin' Little Schoolgirl - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/29/66",13,2TWNWmi19kXahpkbrrudaA,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,347080,E,minor,E minor
0.4,0.63,6,-11.884,0,0.0611,0.339,0.00259,0.139,0.754,167.964,"Cold Rain and Snow - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/30/66",14,6fq6SO3cgEHbViqtWHkwTA,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,194480,F#,minor,F# minor
0.542,0.449,4,-14.33,0,0.0947,0.137,0.00174,0.614,0.568,128.892,"One Kind Favor - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/30/66",15,63WDmvtw1r9VFqoAfGOO75,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,263253,E,minor,E minor
0.585,0.504,11,-15.01,0,0.0387,0.337,0.0118,0.109,0.471,95.61,"Hey Little One - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/30/66",16,0FZjncPeuQvjcZzXB7Kgx4,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,3,339333,B,minor,B minor
0.589,0.649,0,-11.282,1,0.106,0.266,9.02e-4,0.101,0.831,133.249,"New, New Minglewood Blues - Live at P.N.E. Garden Auditorium, Vancouver, British Columbia, Canada 7/30/66",17,6JIJLupHTW6TNkcVZP8QEU,The Grateful Dead (50th Anniversary Deluxe Edition),3LjWksbSoyMWY9uG5glYKe,4,202533,C,major,C major
0.48,0.58,7,-12.498,1,0.106,0.589,0.101,0.346,0.782,176.199,"Bertha - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",1,1tiHWzoKdkjKx1UwZ5iYQu,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,403440,G,major,G major
0.559,0.632,0,-10.869,1,0.114,0.674,8.16e-5,0.277,0.744,178.175,"Good Lovin' - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",2,4rlVFpcNgQNEM43aHs5QaJ,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,400200,C,major,C major
0.707,0.548,0,-11.515,1,0.0725,0.764,2.16e-4,0.802,0.736,134.721,"Dire Wolf - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",3,7iNfYAuMmXDiOt85R3Ro2C,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,246626,C,major,C major
0.555,0.477,2,-14.866,1,0.134,0.686,0.0751,0.698,0.542,128.554,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",4,4mVNePT70YA5m8IYbWdkAU,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,3,265026,D,major,D major
0.616,0.269,9,-15.993,1,0.0499,0.855,0.00531,0.373,0.559,88.665,"It Must Have Been the Roses - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",5,5tbNLKoo87WkqwvBHfUKeC,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,436146,A,major,A major
0.709,0.701,11,-10.536,0,0.0381,0.757,0.481,0.45,0.744,108.915,"New Minglewood Blues - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",6,5GYZPktpbEb1rJu70WGWOc,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,368906,B,minor,B minor
0.773,0.311,9,-13.103,1,0.0504,0.744,7.02e-4,0.283,0.458,112.698,"Ramble on Rose - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",7,3brSFwO1uYW3yucRJC7uDF,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,514093,A,major,A major
0.579,0.756,0,-10.055,1,0.0839,0.7,0.114,0.0941,0.767,171.727,"Promised Land - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",8,4RP8XUcE2U05nv3z0fMAwr,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,277386,C,major,C major
0.617,0.518,2,-11.134,1,0.0645,0.794,9.31e-4,0.98,0.497,140.897,"Deal - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",9,62Fn4bxzMADOJF7JaqIzMA,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,389360,D,major,D major
0.637,0.619,0,-12.619,1,0.0977,0.389,0.163,0.692,0.553,130.747,"Samson and Delilah - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",10,36YMvdOuc38tQt57yDxF3v,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,464453,C,major,C major
0.49,0.311,10,-13.615,1,0.0796,0.739,1.86e-5,0.966,0.431,80.42,"Ship of Fools - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",11,2C4h5x1lwt6AJ0F8VM5UGi,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,448653,A#,major,A# major
0.546,0.388,4,-13.119,1,0.0634,0.803,0.168,0.404,0.621,134.064,"Estimated Prophet - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",1,05Q7mrOv3ed7lqbiFuqc2V,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,1,787840,E,major,E major
0.619,0.74,11,-10.667,0,0.0398,0.769,0.681,0.227,0.679,109.356,"The Other One - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",2,5HyqkTD1AyfOqopIT4ybDf,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,3,530706,B,minor,B minor
0.534,0.591,9,-12.881,1,0.0612,0.641,0.218,0.101,0.726,122.58,"Eyes of the World - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",3,2wLtsn2t4B7hma0ilVMGON,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,633893,A,major,A major
0.505,0.474,2,-18.592,1,0.0644,0.288,0.518,0.0705,0.474,144.894,"Rhythm Devils - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",4,3ikCkeFFvLIj5ux5sYTyeQ,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,629226,D,major,D major
0.238,0.359,9,-16.645,1,0.125,0.0776,0.0156,0.251,0.0374,78.629,"Space - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",5,15jK8JOtgxmA7bQffM93nO,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,303053,A,major,A major
0.464,0.342,2,-12.749,1,0.0444,0.649,0.0638,0.247,0.372,106.683,"Wharf Rat - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",6,2fpmfFA1UKOD7O1BydAqNw,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,523066,D,major,D major
0.595,0.522,2,-13.135,1,0.0578,0.602,0.09,0.196,0.702,118.626,"Franklin's Tower - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",7,0tyrv88txjpUOgoWjAcozF,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,638773,D,major,D major
0.423,0.695,4,-9.279,1,0.101,0.712,0.0031,0.746,0.703,159.242,"Sugar Magnolia - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",8,0QKaDI2MZJwjulre4pEYCR,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,570573,E,major,E major
0.511,0.383,9,-12.929,0,0.0408,0.665,0.0155,0.35,0.46,133.92,"Terrapin Station - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",1,1cYYEyjxip0LPOzSylp4CZ,"Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",6q4mDbsYJsixRai11qc2Vx,4,654453,A,minor,A minor
